age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,income_qcut,income_level,spending_qcut,spending_score_level,purchase_frequency_qcut,purchase_frequency_level,membership_years_qcut,membership_years_level,last_purchase_amount_qcut,last_purchase_amount_qcut_level,score_final,score_final_qcut,score_final_qcut_level
64,Male,43175,59.0,10.0,26.51413612565445,Electronics,363.86,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
21,Female,71227,17.0,10.0,12.0,Electronics,492.3200423280423,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
51,Female,149744,99.0,1.0,12.0,Groceries,215.92,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
46,Male,98053,56.0,10.0,27.0,Clothing,766.26,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
19,Male,135968,50.0,4.0,49.0,Electronics,492.3200423280423,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
33,Male,38240,92.0,3.0,37.0,Home & Garden,626.82,"(30003.999, 60038.5]",1,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
30,Male,98053,23.0,9.0,6.0,Clothing,74.08,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
51,Female,37310,6.0,5.0,14.0,Sports,706.18,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,8,"(5.999, 11.0]",bronze
62,Other,147903,79.0,5.0,22.0,Electronics,203.15,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
20,Other,61541,80.0,2.0,14.0,Groceries,48.5,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
47,Other,55753,69.0,5.0,40.0,Home & Garden,772.89,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
29,Other,80868,33.0,6.0,15.0,Clothing,865.65,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
33,Male,93599,22.0,4.0,37.0,Sports,274.96,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
53,Male,108263,21.0,1.0,47.0,Electronics,734.48,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
22,Male,100730,4.0,5.0,10.0,Sports,459.58,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
62,Female,148501,41.0,9.0,32.0,Sports,980.47,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
29,Unknown,98150,42.0,9.0,34.0,Sports,324.11,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
28,Unknown,61870,100.0,6.0,3.0,Groceries,728.67,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
46,Male,73370,2.0,4.0,29.0,Home & Garden,486.5,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
50,Male,132598,57.0,7.0,21.0,Home & Garden,930.91,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
56,Other,55695,58.0,7.0,30.0,Electronics,435.76,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
44,Other,69204,95.0,4.0,28.0,Clothing,936.04,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
52,Male,127010,76.0,8.0,26.0,Unknown,13.46,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
53,Female,137854,33.0,10.0,47.0,Groceries,523.27,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(492.32, 736.37]",3,17,"(13.0, 20.0]",ouro
20,Male,145924,64.0,5.0,18.0,Electronics,495.49,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
33,Female,53219,33.0,5.46,47.0,Clothing,251.23,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
47,Male,64592,25.0,4.0,12.0,Home & Garden,492.3200423280423,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,8,"(5.999, 11.0]",bronze
18,Unknown,144275,69.0,9.0,27.0,Electronics,141.72,"(115854.0, 1329680.0]",4,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,15,"(13.0, 20.0]",ouro
39,Male,48641,45.0,3.0,46.0,Home & Garden,415.19,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
30,Male,98053,88.0,5.0,47.0,Home & Garden,131.84,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
41,Other,67215,34.0,3.0,30.0,Home & Garden,460.25,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,10,"(5.999, 11.0]",bronze
53,Other,96499,29.0,5.46,5.0,Electronics,744.11,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
23,Female,83912,28.0,6.0,31.0,Home & Garden,98.32,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
42,Female,63444,72.0,4.0,40.0,Home & Garden,166.45,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
33,Female,38271,39.0,10.0,43.0,Electronics,99.52,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
60,Unknown,53295,73.0,3.0,5.0,Home & Garden,642.3,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
64,Female,116106,5.0,5.46,5.0,Clothing,25.86,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
69,Male,141965,98.0,5.0,35.0,Electronics,616.66,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
43,Male,38012,55.0,3.0,24.0,Groceries,943.37,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,11,"(5.999, 11.0]",bronze
29,Other,83172,51.0,8.0,1.0,Clothing,906.75,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
53,Other,62024,13.0,2.0,39.0,Sports,66.6,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
29,Other,88288,39.0,5.0,50.0,Groceries,803.87,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
53,Other,98053,92.0,6.0,48.0,Sports,814.52,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,18,"(13.0, 20.0]",ouro
20,Male,122028,40.0,5.46,6.0,Electronics,777.44,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
33,Other,102269,26.0,8.0,47.0,Sports,356.67,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,13,"(11.0, 13.0]",prata
30,Female,97829,99.0,4.0,27.0,Clothing,320.95,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
59,Other,66196,37.0,9.0,44.0,Clothing,483.66,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(232.75, 492.32]",2,14,"(13.0, 20.0]",ouro
41,Male,36763,50.0,5.46,26.51413612565445,Home & Garden,490.62,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
19,Male,138008,8.0,9.0,15.0,Groceries,116.8,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
27,Female,96762,22.0,3.0,10.0,Electronics,551.43,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
39,Other,108744,63.0,2.0,23.0,Sports,411.86,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
65,Male,84223,83.0,7.0,46.0,Groceries,971.93,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
64,Female,145746,76.0,2.0,48.0,Home & Garden,49.06,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
47,Female,108766,37.0,7.0,38.0,Groceries,640.55,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
29,Female,72125,41.0,5.0,31.0,Sports,507.62,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(492.32, 736.37]",3,12,"(11.0, 13.0]",prata
43,Female,98053,14.0,6.0,49.0,Electronics,886.61,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
51,Unknown,143678,50.0,8.0,23.0,Unknown,916.04,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
44,Female,122669,15.0,3.0,4.0,Electronics,492.3200423280423,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
44,Female,93266,20.0,1.0,4.0,Clothing,636.29,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
44,Other,98053,6.0,5.0,2.0,Home & Garden,704.32,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
34,Female,60489,95.0,3.0,38.0,Home & Garden,304.86,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(232.75, 492.32]",2,12,"(11.0, 13.0]",prata
68,Male,57700,70.0,8.0,46.0,Groceries,178.21,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
57,Male,97035,28.0,6.0,42.0,Home & Garden,741.41,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
59,Other,141667,28.0,4.0,5.0,Sports,204.25,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
34,Female,114408,54.931650893796004,7.0,26.51413612565445,Electronics,647.35,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
64,Female,92888,2.0,7.0,50.0,Sports,84.98,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
54,Male,132403,83.0,3.0,2.0,Sports,45.2,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
67,Other,115578,10.0,1.0,36.0,Groceries,646.16,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
62,Male,113856,78.0,6.0,50.0,Electronics,720.47,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(492.32, 736.37]",3,17,"(13.0, 20.0]",ouro
24,Other,122371,11.0,2.0,26.51413612565445,Electronics,838.19,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
43,Female,67979,49.0,2.0,6.0,Groceries,420.03,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(232.75, 492.32]",2,8,"(5.999, 11.0]",bronze
27,Male,147360,96.0,3.0,26.51413612565445,Unknown,26.1,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
47,Other,88268,32.0,8.0,27.0,Unknown,686.5,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
27,Female,113174,36.0,3.0,46.0,Electronics,499.07,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(0.999, 3.0]",1,"(492.32, 736.37]",3,13,"(11.0, 13.0]",prata
32,Other,95862,34.0,5.46,41.0,Electronics,65.15,"(92031.0, 115854.0]",3,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
41,Male,140959,35.0,7.0,14.0,Home & Garden,232.42,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
48,Male,82356,97.0,5.46,35.0,Unknown,204.55,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
45,Other,98053,70.0,6.0,9.0,Groceries,218.77,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
33,Other,65142,45.0,10.0,42.0,Clothing,132.6,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,13,"(11.0, 13.0]",prata
27,Male,81110,44.0,6.0,8.0,Electronics,654.05,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
61,Male,145578,79.0,2.0,34.0,Clothing,762.06,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,16,"(13.0, 20.0]",ouro
35,Other,116378,38.0,10.0,11.0,Clothing,79.27,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,12,"(11.0, 13.0]",prata
54,Female,98053,14.0,4.0,11.0,Sports,138.81,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,8,"(5.999, 11.0]",bronze
69,Unknown,34122,50.0,4.0,27.0,Sports,758.44,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
66,Other,38652,40.0,10.0,7.0,Home & Garden,566.59,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(8.0, 10.0]",4,"(492.32, 736.37]",3,11,"(5.999, 11.0]",bronze
30,Female,76658,70.0,3.0,32.0,Unknown,760.27,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
56,Other,30492,47.0,5.0,6.0,Groceries,725.26,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(492.32, 736.37]",3,9,"(5.999, 11.0]",bronze
37,Male,105623,26.0,5.0,47.0,Home & Garden,94.79,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,11,"(5.999, 11.0]",bronze
31,Other,85972,62.0,9.0,25.0,Sports,914.63,"(60038.5, 92031.0]",2,"(54.932, 75.0]",3,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
29,Female,135394,53.0,9.0,36.0,Clothing,30.13,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
27,Female,48576,54.931650893796004,7.0,29.0,Sports,976.83,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
52,Male,87717,79.0,6.0,44.0,Unknown,95.17,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
55,Other,59108,36.0,6.0,31.0,Home & Garden,900.16,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(736.37, 998.98]",4,13,"(11.0, 13.0]",prata
34,Male,54274,27.0,2.0,17.0,Home & Garden,954.46,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(0.999, 3.0]",1,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
30,Male,94803,76.0,6.0,33.0,Home & Garden,596.98,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(26.514, 38.0]",3,"(5.46, 8.0]",3,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
47,Female,40790,36.0,1.0,4.0,Clothing,913.84,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(0.999, 3.0]",1,"(736.37, 998.98]",4,9,"(5.999, 11.0]",bronze
44,Other,41072,14.0,5.0,39.0,Unknown,981.04,"(30003.999, 60038.5]",1,"(0.999, 27.0]",1,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
64,Female,67704,12.0,6.0,17.0,Unknown,126.15,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,9,"(5.999, 11.0]",bronze
51,Female,146159,99.0,7.0,26.51413612565445,Groceries,808.89,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,17,"(13.0, 20.0]",ouro
63,Other,56374,60.0,4.0,45.0,Home & Garden,943.5,"(30003.999, 60038.5]",1,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
46,Female,112770,6.0,10.0,27.0,Sports,559.73,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(492.32, 736.37]",3,14,"(13.0, 20.0]",ouro
44,Other,106345,98.0,7.0,49.0,Unknown,492.3200423280423,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(5.46, 8.0]",3,"(232.75, 492.32]",2,16,"(13.0, 20.0]",ouro
49,Other,115974,95.0,8.0,22.0,Electronics,143.0,"(115854.0, 1329680.0]",4,"(75.0, 100.0]",4,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(10.399000000000001, 232.75]",1,14,"(13.0, 20.0]",ouro
61,Male,136973,27.0,7.0,2.0,Electronics,269.2,"(115854.0, 1329680.0]",4,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(5.46, 8.0]",3,"(232.75, 492.32]",2,11,"(5.999, 11.0]",bronze
27,Female,89855,54.0,10.0,37.0,Home & Garden,750.51,"(60038.5, 92031.0]",2,"(27.0, 54.932]",2,"(26.514, 38.0]",3,"(8.0, 10.0]",4,"(736.37, 998.98]",4,15,"(13.0, 20.0]",ouro
42,Male,98053,8.0,9.0,18.0,Clothing,880.45,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(15.5, 26.514]",2,"(8.0, 10.0]",4,"(736.37, 998.98]",4,14,"(13.0, 20.0]",ouro
37,Male,104041,64.0,9.0,49.0,Home & Garden,117.52,"(92031.0, 115854.0]",3,"(54.932, 75.0]",3,"(38.0, 50.0]",4,"(8.0, 10.0]",4,"(10.399000000000001, 232.75]",1,15,"(13.0, 20.0]",ouro
30,Male,115674,78.0,5.46,48.0,Clothing,621.73,"(92031.0, 115854.0]",3,"(75.0, 100.0]",4,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(492.32, 736.37]",3,16,"(13.0, 20.0]",ouro
59,Male,65196,22.0,2.0,36.0,Home & Garden,625.33,"(60038.5, 92031.0]",2,"(0.999, 27.0]",1,"(26.514, 38.0]",3,"(0.999, 3.0]",1,"(492.32, 736.37]",3,10,"(5.999, 11.0]",bronze
30,Male,94970,15.0,4.0,11.0,Sports,250.07,"(92031.0, 115854.0]",3,"(0.999, 27.0]",1,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(232.75, 492.32]",2,9,"(5.999, 11.0]",bronze
69,Other,45024,38.0,5.0,11.0,Clothing,830.03,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(736.37, 998.98]",4,10,"(5.999, 11.0]",bronze
44,Female,141586,50.0,4.0,46.0,Clothing,659.67,"(115854.0, 1329680.0]",4,"(27.0, 54.932]",2,"(38.0, 50.0]",4,"(3.0, 5.46]",2,"(492.32, 736.37]",3,15,"(13.0, 20.0]",ouro
53,Other,84686,93.0,5.46,1.0,Groceries,109.54,"(60038.5, 92031.0]",2,"(75.0, 100.0]",4,"(0.999, 15.5]",1,"(3.0, 5.46]",2,"(10.399000000000001, 232.75]",1,10,"(5.999, 11.0]",bronze
23,Male,57558,28.0,6.0,23.0,Unknown,800.78,"(30003.999, 60038.5]",1,"(27.0, 54.932]",2,"(15.5, 26.514]",2,"(5.46, 8.0]",3,"(736.37, 998.98]",4,12,"(11.0, 13.0]",prata
